District,School,City,Grade Level,Expenditures Per Pupil
ST. PAUL PUBLIC SCHOOL DISTRICT,CROSSROADS SCIENCE PROGRAM,SAINT PAUL,Elementary,"16,043.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,DAYTONS BLUFF ELEMENTARY,SAINT PAUL,Elementary,"18,892.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY CHILDHOOD INTERVENTION SERV,SAINT PAUL,Prekindergarten,"45,589.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY ED BATTLE CREEK,SAINT PAUL,Prekindergarten,"7,453.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY ED EASTERN HEIGHTS,SAINT PAUL,Prekindergarten,"5,441.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY ED FROST LAKE,SAINT PAUL,Prekindergarten,"6,042.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY ED HIGHLAND,SAINT PAUL,Prekindergarten,"5,237.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY ED JOHN A. JOHNSON,SAINT PAUL,Prekindergarten,"9,358.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY ED MONROE,SAINT PAUL,Prekindergarten,"5,833.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY EDUCATION - BIRTH TO THREE,SAINT PAUL,Prekindergarten,"27,722.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY EDUCATION BEN MAYS/RONDO,SAINT PAUL,Elementary,"16,581.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY EDUCATION COMO,SAINT PAUL,Prekindergarten,"6,685.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY EDUCATION FOUR SEASONS,SAINT PAUL,Prekindergarten,"6,823.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY EDUCATION HEIGHTS COMM,SAINT PAUL,Prekindergarten,"11,805.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY EDUCATION MISSISSIPPI CA,SAINT PAUL,Prekindergarten,"8,768.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EARLY EDUCATION PHALEN LAKE,SAINT PAUL,Prekindergarten,"16,123.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EASTERN HEIGHTS ELEMENTARY,SAINT PAUL,Elementary,"19,421.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,ECSE INCLUSION,SAINT PAUL,Prekindergarten,"33,237.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,EXPO FOR EXCELLENCE ELEMENTARY SCH,SAINT PAUL,Elementary,"13,805.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,FARNSWORTH AEROSPACE LOWER,SAINT PAUL,Elementary,"14,678.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,FARNSWORTH AEROSPACE UPPER,SAINT PAUL,Middle,"15,250.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,FOCUS BEYOND,SAINT PAUL,High,"31,474.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,FOUR SEASONS ELEMENTARY,SAINT PAUL,Elementary,"17,406.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,FROST LAKE ELEMENTARY School,SAINT PAUL,Elementary,"17,828.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,GALTIER ELEMENTARY School,SAINT PAUL,Elementary,"16,701.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,GORDON PARKS HIGH School,SAINT PAUL,High,"22,796.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,GORDON PARKS HS SUMMER,SAINT PAUL,High,"5,237.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,GROVELAND PARK ELEMENTARY,SAINT PAUL,Elementary,"15,304.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,GUADALUPE ALTERNATIVE PROGRAMS,SAINT PAUL,High,"17,337.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HAMLINE ELEMENTARY School,SAINT PAUL,Elementary,"17,968.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HARDING SENIOR HIGH,SAINT PAUL,High,"15,363.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HAZEL PARK PREPARATORY ACADEMY,SAINT PAUL,Elementary,"5,237.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HIGHLAND PARK ELEMENTARY,SAINT PAUL,Elementary,"22,201.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HIGHLAND PARK MIDDLE School,SAINT PAUL,Middle,"13,758.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HIGHLAND PARK SENIOR HIGH,SAINT PAUL,High,"15,099.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HIGHWOOD HILLS ELEMENTARY,SAINT PAUL,Elementary,"18,142.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HOME/HOSPITAL INSTRUCTION,SAINT PAUL,Other,"13,955.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HORACE MANN School,SAINT PAUL,Elementary,"14,581.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,HUMBOLDT HIGH School,SAINT PAUL,High,"17,564.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,JACKSON PREPARATORY ELEMENTARY,SAINT PAUL,Elementary,"17,230.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,JIE MING MANDARIN IMMERSION ACADEMY,SAINT PAUL,Elementary,"14,078.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,JJ HILL MONTESSORI,SAINT PAUL,Elementary,"15,610.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,JOHN A.JOHNSON ACHIEVEMENT PLUS EL.,SAINT PAUL,Elementary,"20,711.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,JOHNSON SENIOR HIGH,SAINT PAUL,High,"16,960.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,JOURNEYS SECONDARY School,SAINT PAUL,High,"43,351.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,JUVENILE SERVICE CENTER,SAINT PAUL,Other,"60,831.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,L'ETOILE DU NORD FRENCH IMMERSION L,SAINT PAUL,Elementary,"17,007.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,L'ETOILE DU NORD FRENCH IMMERSION U,SAINT PAUL,Elementary,"14,526.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,LEAP HIGH School,SAINT PAUL,High,"22,112.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,LEAP HS SUMMER,SAINT PAUL,High,"5,237.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,LINWOOD MONROE ARTS PLUS LOWER,SAINT PAUL,Elementary,"15,689.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,LINWOOD MONROE ARTS PLUS UPPER,SAINT PAUL,Middle,"17,217.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,MAXFIELD ELEMENTARY School,SAINT PAUL,Elementary,"20,879.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,MISSISSIPPI CREATIVE ARTS ELEM,SAINT PAUL,Elementary,"16,913.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,MURRAY MIDDLE School,SAINT PAUL,Middle,"16,301.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,NOKOMIS MONTESSORI NORTH CAMPUS,SAINT PAUL,Elementary,"15,872.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,NOKOMIS MONTESSORI SOUTH CAMPUS,SAINT PAUL,Elementary,"17,309.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,OBAMA SERVICE LEARNING ELEMENTARY,SAINT PAUL,Elementary,"20,616.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,OPEN WORLD LEARNING SECONDARY,SAINT PAUL,High,"5,237.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,PARKWAY MONTESSORI/COMMUNITY MIDDLE,SAINT PAUL,Middle,"17,388.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,PAUL & SHEILA WELLSTONE ELEMENTARY,SAINT PAUL,Elementary,"18,198.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,PHALEN LAKE HMONG STUDIES MAGNET,SAINT PAUL,Elementary,"16,185.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,RAMSEY MIDDLE School,SAINT PAUL,Middle,"14,187.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,RANDOLPH HEIGHTS ELEMENTARY,SAINT PAUL,Elementary,"13,333.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,RIVEREAST PROGRAM,SAINT PAUL,Elementary,"5,237.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,RIVERVIEW WEST School OF EXCELLENCE,SAINT PAUL,Elementary,"16,432.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,SAINT PAUL MUSIC ACADEMY,SAINT PAUL,Elementary,"17,299.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,SHARED TIME NONPUBLIC,SAINT PAUL,Other,"5,237.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,ST. ANTHONY PARK ELEMENTARY,SAINT PAUL,Elementary,"14,338.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,THE HEIGHTS COMMUNITY School,SAINT PAUL,Elementary,"16,687.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,UNITED HOSPITAL ADOLESCENT PROGRAM,SAINT PAUL,High,"33,776.00"
ST. PAUL PUBLIC SCHOOL DISTRICT,WASHINGTON TECH SECONDARY MAGNET,SAINT PAUL,High,"16,340.00"
ST. PETER PUBLIC SCHOOL DISTRICT,,SAINT PETER,,"12,349.00"
ST. PETER PUBLIC SCHOOL DISTRICT,HOFFMAN LEARNING CENTER,SAINT PETER,High,"22,088.00"
ST. PETER PUBLIC SCHOOL DISTRICT,MN SECURITY HOSPITAL YAAP,SAINT PETER,High,"298,651.00"
ST. PETER PUBLIC SCHOOL DISTRICT,NORTH ELEMENTARY School,SAINT PETER,Elementary,"11,472.00"
ST. PETER PUBLIC SCHOOL DISTRICT,ROCK BEND HS ALC,SAINT PETER,High,"4,389.00"
ST. PETER PUBLIC SCHOOL DISTRICT,SOUTH ELEMENTARY CENTER,SAINT PETER,Elementary,"16,088.00"
ST. PETER PUBLIC SCHOOL DISTRICT,ST. PETER ALC,SAINT PETER,High,"12,077.00"
ST. PETER PUBLIC SCHOOL DISTRICT,ST. PETER ECSE,SAINT PETER,Prekindergarten,"4,389.00"
ST. PETER PUBLIC SCHOOL DISTRICT,ST. PETER HIGH School,SAINT PETER,High,"20,295.00"
ST. PETER PUBLIC SCHOOL DISTRICT,ST. PETER MIDDLE School,SAINT PETER,Middle,"4,389.00"
STAPLES-MOTLEY SCHOOL DISTRICT,,STAPLES,,"12,376.00"
STAPLES-MOTLEY SCHOOL DISTRICT,MOTLEY-STAPLES MIDDLE School,MOTLEY,Middle,"11,957.00"
STAPLES-MOTLEY SCHOOL DISTRICT,STAPLES-MOTLEY ELEMENTARY,STAPLES,Elementary,"12,285.00"
STAPLES-MOTLEY SCHOOL DISTRICT,STAPLES-MOTLEY SENIOR HIGH,STAPLES,High,"13,669.00"
STAR OF THE NORTH ACADEMY CHARTER SCHOOL,,EAST BETHEL,,"12,385.00"
STAR OF THE NORTH ACADEMY CHARTER SCHOOL,STAR OF THE NORTH ACADEMY CHARTER S,EAST BETHEL,Elementary,"12,385.00"
STAR OF THE NORTH ACADEMY CHARTER SCHOOL,,SAINT PAUL,,"12,640.00"
STEP ACADEMY CHARTER SCHOOL,STEP ACADEMY CHARTER School,SAINT PAUL,High,"17,333.00"
STEP ACADEMY CHARTER SCHOOL,STEP ACADEMY ELEMENTARY,SAINT PAUL,Elementary,"2,731.00"
STEPHEN-ARGYLE CENTRAL SCHOOL,,STEPHEN,,"15,185.00"
STEPHEN-ARGYLE CENTRAL SCHOOL,ARGYLE ELEMENTARY,ARGYLE,Elementary,"13,862.00"
STEPHEN-ARGYLE CENTRAL SCHOOL,STEPHEN SENIOR HIGH,STEPHEN,High,"16,648.00"
STEWARTVILLE PUBLIC SCHOOL DISTRICT,,STEWARTVILLE,,"10,139.00"
STEWARTVILLE PUBLIC SCHOOL DISTRICT,BEAR CAVE INTERMEDIATE School,STEWARTVILLE,Elementary,"8,756.00"
STEWARTVILLE PUBLIC SCHOOL DISTRICT,BONNER ELEMENTARY,STEWARTVILLE,Elementary,"9,824.00"
STEWARTVILLE PUBLIC SCHOOL DISTRICT,CENTRAL EDUCATION CENTER,STEWARTVILLE,Prekindergarten,"19,541.00"
STEWARTVILLE PUBLIC SCHOOL DISTRICT,STEWARTVILLE MIDDLE,STEWARTVILLE,Middle,"9,186.00"
STEWARTVILLE PUBLIC SCHOOL DISTRICT,STEWARTVILLE SENIOR HIGH,STEWARTVILLE,High,"11,492.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,,STILLWATER,,"12,965.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,AFTON-LAKELAND ELEMENTARY,LAKELAND,Elementary,"12,376.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,ANDERSEN ELEMENTARY,BAYPORT,Elementary,"13,486.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,BRIDGE TRANSITION PROGRAM,STILLWATER,High,"3,320.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,BROOKVIEW ELEMENTARY,WOODBURY,Elementary,"12,968.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,GATE 4/5,STILLWATER,Elementary,"3,320.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,LAKE ELMO ELEMENTARY,LAKE ELMO,Elementary,"14,731.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,LILY LAKE ELEMENTARY,STILLWATER,Elementary,"14,495.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,OAK-LAND MIDDLE School,LAKE ELMO,Middle,"11,659.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,RUTHERFORD ELEMENTARY,STILLWATER,Elementary,"12,518.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,ST CROIX VALLEY AREA LEARNING CNTR.,STILLWATER,High,"14,296.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,STILLWATER AREA HIGH School,STILLWATER,High,"12,335.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,STILLWATER DIST. SPECIAL SERVICES,STILLWATER,Other,"3,320.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,STILLWATER MIDDLE School,STILLWATER,Middle,"13,430.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,STILLWATER SPECIAL SERVICES-ECSE,STILLWATER,Prekindergarten,"30,180.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,STONEBRIDGE ELEMENTARY,STILLWATER,Elementary,"12,892.00"
STILLWATER AREA PUBLIC SCHOOL DIST.,WCJC,STILLWATER,High,"3,320.00"
STONEBRIDGE WORLD SCHOOL,,MINNEAPOLIS,,"17,168.00"
STONEBRIDGE WORLD SCHOOL,STONEBRIDGE WORLD School,MINNEAPOLIS,Elementary,"17,168.00"
STRIDE ACADEMY CHARTER SCHOOL,,SAINT CLOUD,,"12,352.00"
STRIDE ACADEMY CHARTER SCHOOL,STRIDE ACADEMY K-8 CHARTER School,SAINT CLOUD,Elementary,"12,178.00"
SUCCESS ACADEMY,,BLOOMINGTON,,"14,742.00"
SUCCESS ACADEMY,SUCCESS ACADEMY,BLOOMINGTON,Elementary,"14,742.00"
SWAN RIVER MONTESSORI CHARTER SCHOOL,,MONTICELLO,,"12,114.00"
SWAN RIVER MONTESSORI CHARTER SCHOOL,SWAN RIVER MONTESSORI CHARTER SCH,MONTICELLO,Elementary,"12,079.00"
SWANVILLE PUBLIC SCHOOL DISTRICT,,SWANVILLE,,"11,196.00"
SWANVILLE PUBLIC SCHOOL DISTRICT,MOLLY CREEK AREA LEARNING CENTER,SWANVILLE,High,"3,819.00"
SWANVILLE PUBLIC SCHOOL DISTRICT,SWANVILLE ELEMENTARY,SWANVILLE,Elementary,"10,057.00"
SWANVILLE PUBLIC SCHOOL DISTRICT,SWANVILLE SECONDARY,SWANVILLE,High,"13,309.00"
TEAM ACADEMY,,WASECA,,"14,333.00"
TEAM ACADEMY,TEAM ACADEMY,WASECA,Elementary,"14,333.00"
TECHNICAL ACADEMIES OF MINNESOTA,,WILLMAR,,"18,658.00"
TECHNICAL ACADEMIES OF MINNESOTA,CHOICE TECHNICAL ACADEMY,OWATONNA,High,"18,679.00"
TECHNICAL ACADEMIES OF MINNESOTA,DREAM TECHNICAL ACADEMY,WILLMAR,High,"18,642.00"
TESFA INTERNATIONAL SCHOOL,,SAINT PAUL,,"16,325.00"
TESFA INTERNATIONAL SCHOOL,TESFA INTERNATIONAL School,SAINT PAUL,Elementary,"16,325.00"
THIEF RIVER FALLS SCHOOL DISTRICT,,THIEF RIVER FALLS,,"11,754.00"
THIEF RIVER FALLS SCHOOL DISTRICT,CHALLENGER ELEMENTARY,THIEF RIVER FALLS,Elementary,"10,437.00"
THIEF RIVER FALLS SCHOOL DISTRICT,FRANKLIN MIDDLE,THIEF RIVER FALLS,Middle,"11,386.00"
THIEF RIVER FALLS SCHOOL DISTRICT,LINCOLN SENIOR HIGH,THIEF RIVER FALLS,High,"13,665.00"
THIEF RIVER FALLS SCHOOL DISTRICT,NORTHWEST AREA LEARNING CENTER,THIEF RIVER FALLS,High,"28,356.00"
TRACY AREA PUBLIC SCHOOL DISTRICT,,TRACY,,"12,308.00"
TRACY AREA PUBLIC SCHOOL DISTRICT,TRACY ELEMENTARY,TRACY,Elementary,"11,813.00"
TRACY AREA PUBLIC SCHOOL DISTRICT,TRACY SECONDARY,TRACY,High,"12,895.00"
TREKNORTH HIGH SCHOOL,,BEMIDJI,,"13,987.00"
TREKNORTH HIGH SCHOOL,TREK NORTH MIDDLE School,BEMIDJI,Middle,"11,409.00"
TREKNORTH HIGH SCHOOL,TREKNORTH HIGH School,BEMIDJI,High,"16,188.00"
TRI-CITY UNITED SCHOOL DISTRICT,,MONTGOMERY,,"11,189.00"
TRI-CITY UNITED SCHOOL DISTRICT,LE CENTER PRE K-8,LE CENTER,Elementary,"11,755.00"
TRI-CITY UNITED SCHOOL DISTRICT,LONSDALE PRE K-5,LONSDALE,Elementary,"10,332.00"
TRI-CITY UNITED SCHOOL DISTRICT,MONTGOMERY PRE K-8,MONTGOMERY,Elementary,"10,560.00"
TRI-CITY UNITED SCHOOL DISTRICT,TRI-CITY UNITED HIGH School,MONTGOMERY,High,"12,190.00"
TRI-COUNTY SCHOOL DISTRICT,,KARLSTAD,,"15,512.00"
TRI-COUNTY SCHOOL DISTRICT,KARLSTAD ELEMENTARY,KARLSTAD,Elementary,"13,407.00"
TRI-COUNTY SCHOOL DISTRICT,TRI-COUNTY SECONDARY,KARLSTAD,High,"18,619.00"
TRIO WOLF CREEK DISTANCE LEARNING,,CHISAGO CITY,,"9,913.00"
TRIO WOLF CREEK DISTANCE LEARNING,TRIO WOLF CREEK DISTANCE LEARNING,CHISAGO CITY,High,"9,913.00"
TRITON SCHOOL DISTRICT,,DODGE CENTER,,"10,720.00"
TRITON SCHOOL DISTRICT,TRITON ELEMENTARY,DODGE CENTER,Elementary,"10,114.00"
TRITON SCHOOL DISTRICT,TRITON HIGH School,DODGE CENTER,High,"12,504.00"
TRITON SCHOOL DISTRICT,TRITON MIDDLE School,DODGE CENTER,Middle,"10,516.00"
TRUMAN PUBLIC SCHOOL DISTRICT,,TRUMAN,,"14,205.00"
TRUMAN PUBLIC SCHOOL DISTRICT,TRUMAN ELEMENTARY,TRUMAN,Elementary,"13,534.00"
TRUMAN PUBLIC SCHOOL DISTRICT,TRUMAN SECONDARY,TRUMAN,High,"15,751.00"
TWIN CITIES ACADEMY,,SAINT PAUL,,"14,125.00"
TWIN CITIES ACADEMY,TWIN CITIES ACADEMY,SAINT PAUL,High,"14,125.00"
TWIN CITIES GERMAN IMMERSION CHTR,,SAINT PAUL,,"11,805.00"
TWIN CITIES GERMAN IMMERSION CHTR,TWIN CITIES GERMAN IMMERSION CHRTR,SAINT PAUL,Elementary,"11,805.00"
TWIN CITIES INTERNATIONAL SCHOOL,,MINNEAPOLIS,,"15,549.00"
TWIN CITIES INTERNATIONAL SCHOOL,MN INTERNATIONAL MIDDLE CHR School,MINNEAPOLIS,Middle,"26,362.00"
TWIN CITIES INTERNATIONAL SCHOOL,TWIN CITIES INTERNATIONAL School,MINNEAPOLIS,Elementary,"7,272.00"
UBAH MEDICAL ACADEMY CHARTER SCHOOL,,HOPKINS,,"13,868.00"
UBAH MEDICAL ACADEMY CHARTER SCHOOL,UBAH MEDICAL ACADEMY CHARTER School,HOPKINS,High,"13,868.00"
ULEN-HITTERDAL PUBLIC SCHOOL DIST,,ULEN,,"12,792.00"
ULEN-HITTERDAL PUBLIC SCHOOL DIST,ULEN-HITTERDAL ELEMENTARY,ULEN,Elementary,"11,769.00"
ULEN-HITTERDAL PUBLIC SCHOOL DIST,ULEN-HITTERDAL SECONDARY,ULEN,High,"14,248.00"
UNDERWOOD PUBLIC SCHOOL DISTRICT,,UNDERWOOD,,"10,374.00"
UNDERWOOD PUBLIC SCHOOL DISTRICT,UNDERWOOD ELEMENTARY,UNDERWOOD,Elementary,"9,506.00"
UNDERWOOD PUBLIC SCHOOL DISTRICT,UNDERWOOD SECONDARY,UNDERWOOD,High,"11,603.00"
UNITED SOUTH CENTRAL SCHOOL DIST.,,WELLS,,"13,210.00"
UNITED SOUTH CENTRAL SCHOOL DIST.,UNITED SOUTH CENTRAL ELEMENTARY,WELLS,Elementary,"12,465.00"
UNITED SOUTH CENTRAL SCHOOL DIST.,UNITED SOUTH CENTRAL HIGH School,WELLS,High,"14,396.00"
UNIVERSAL ACADEMY CHARTER SCHOOL,,MINNEAPOLIS,,"12,398.00"
UNIVERSAL ACADEMY CHARTER SCHOOL,UNIVERSAL ACADEMY CHARTER School,MINNEAPOLIS,Elementary,"12,398.00"
UPPER MISSISSIPPI ACADEMY,,SAINT PAUL,,"14,157.00"
UPPER MISSISSIPPI ACADEMY,UPPER MISSISSIPPI HIGH ACADEMY,SAINT PAUL,High,"15,818.00"
UPPER MISSISSIPPI ACADEMY,UPPER MISSISSIPPI MIDDLE ACADEMY,SAINT PAUL,Middle,"13,328.00"
UPSALA PUBLIC SCHOOL DISTRICT,,UPSALA,,"11,121.00"
UPSALA PUBLIC SCHOOL DISTRICT,UPSALA ELEMENTARY,UPSALA,Elementary,"9,597.00"
UPSALA PUBLIC SCHOOL DISTRICT,UPSALA SECONDARY,UPSALA,High,"13,052.00"
URBAN ACADEMY CHARTER SCHOOL,,SAINT PAUL,,"14,951.00"
URBAN ACADEMY CHARTER SCHOOL,URBAN ACADEMY CHARTER School,SAINT PAUL,Elementary,"14,951.00"
VENTURE ACADEMY,,MINNEAPOLIS,,"18,346.00"
VENTURE ACADEMY,VENTURE ACADEMY,MINNEAPOLIS,Secondary,"18,346.00"
VERMILION COUNTRY SCHOOL,,TOWER,,"17,666.00"
VERMILION COUNTRY SCHOOL,VERMILION COUNTRY School,TOWER,High,"17,666.00"
VERNDALE PUBLIC SCHOOL DISTRICT,,VERNDALE,,"10,500.00"
VERNDALE PUBLIC SCHOOL DISTRICT,VERNDALE ELEMENTARY,VERNDALE,Elementary,"10,713.00"
VERNDALE PUBLIC SCHOOL DISTRICT,VERNDALE SECONDARY,VERNDALE,High,"10,617.00"
VIRGINIA PUBLIC SCHOOL DISTRICT,,VIRGINIA,,"13,147.00"
VIRGINIA PUBLIC SCHOOL DISTRICT,PARKVIEW ELEMENTARY,VIRGINIA,Elementary,"13,579.00"
VIRGINIA PUBLIC SCHOOL DISTRICT,ROOSEVELT ELEMENTARY,VIRGINIA,Elementary,"11,933.00"
VIRGINIA PUBLIC SCHOOL DISTRICT,VIRGINIA SECONDARY,VIRGINIA,High,"14,121.00"
VOYAGEURS EXPEDITIONARY,,BEMIDJI,,"16,582.00"
VOYAGEURS EXPEDITIONARY,VOYAGEURS EXPEDITIONARY MS,BEMIDJI,Middle,"9,534.00"
VOYAGEURS EXPEDITIONARY,VOYAGEURS EXPEDITIONARY School,BEMIDJI,High,"23,034.00"
WABASHA-KELLOGG PUBLIC SCHOOL DIST.,,WABASHA,,"13,119.00"
WABASHA-KELLOGG PUBLIC SCHOOL DIST.,WABASHA-KELLOGG ELEMENTARY,WABASHA,Elementary,"12,572.00"
WABASHA-KELLOGG PUBLIC SCHOOL DIST.,WABASHA-KELLOGG SECONDARY,WABASHA,High,"13,974.00"
WABASSO PUBLIC SCHOOL DISTRICT,,WABASSO,,"11,916.00"
WABASSO PUBLIC SCHOOL DISTRICT,WABASSO ELEMENTARY,WABASSO,Elementary,"11,516.00"
WABASSO PUBLIC SCHOOL DISTRICT,WABASSO SECONDARY,WABASSO,High,"12,297.00"
WACONIA PUBLIC SCHOOL DISTRICT,,WACONIA,,"12,227.00"
WACONIA PUBLIC SCHOOL DISTRICT,BAYVIEW ELEMENTARY,WACONIA,Elementary,"11,341.00"
WACONIA PUBLIC SCHOOL DISTRICT,EARLY CHILDHOOD SPECIAL EDUCATION,WACONIA,Prekindergarten,"26,307.00"
WACONIA PUBLIC SCHOOL DISTRICT,LAKETOWN ELEMENTARY,WACONIA,Elementary,"11,092.00"
WACONIA PUBLIC SCHOOL DISTRICT,SOUTHVIEW ELEMENTARY,WACONIA,Elementary,"11,679.00"
WACONIA PUBLIC SCHOOL DISTRICT,TRANSITIONS 110,WACONIA,High,"41,138.00"
WACONIA PUBLIC SCHOOL DISTRICT,WACONIA HIGH School,WACONIA,High,"13,875.00"
WACONIA PUBLIC SCHOOL DISTRICT,WACONIA LEARNING CENTER,WACONIA,Other,"10,730.00"
WACONIA PUBLIC SCHOOL DISTRICT,WACONIA LEARNING CENTER SS/AS,WACONIA,High,"4,905.00"
WACONIA PUBLIC SCHOOL DISTRICT,WACONIA MIDDLE School,WACONIA,Middle,"11,159.00"
WADENA-DEER CREEK SCHOOL DISTRICT,,WADENA,,"11,451.00"
WADENA-DEER CREEK SCHOOL DISTRICT,WADENA-DEER CREEK 5TH AND 6TH GRADE,WADENA,Middle,"6,925.00"
WADENA-DEER CREEK SCHOOL DISTRICT,WADENA-DEER CREEK ELEMENTARY,WADENA,Elementary,"12,842.00"
WADENA-DEER CREEK SCHOOL DISTRICT,WADENA-DEER CREEK SENIOR HIGH,WADENA,High,"12,843.00"
WALKER-HACKENSACK-AKELEY SCHOOL DIST,,WALKER,,"13,950.00"
WALKER-HACKENSACK-AKELEY SCHOOL DIST,W. H. A . ALTERNATIVE PROGRAM,WALKER,High,"30,462.00"
WALKER-HACKENSACK-AKELEY SCHOOL DIST,W.H.A. ELEMENTARY,WALKER,Elementary,"13,346.00"
WALKER-HACKENSACK-AKELEY SCHOOL DIST,WALKER-HACKENSACK-AKELEY SEC.,WALKER,High,"14,570.00"
WARREN-ALVARADO-OSLO SCHOOL DIST.,,WARREN,,"13,830.00"
WARREN-ALVARADO-OSLO SCHOOL DIST.,WARREN ELEMENTARY,WARREN,Elementary,"14,106.00"
WARREN-ALVARADO-OSLO SCHOOL DIST.,WARREN-ALVARADO-OSLO SECONDARY,WARREN,High,"13,593.00"
WARROAD PUBLIC SCHOOL DISTRICT,,WARROAD,,"13,553.00"
WARROAD PUBLIC SCHOOL DISTRICT,ANGLE INLET ELEMENTARY,ANGLE INLET,Elementary,"38,696.00"
WARROAD PUBLIC SCHOOL DISTRICT,WARROAD ALTERNATIVE LEARNING PROGRA,WARROAD,High,"4,340.00"
WARROAD PUBLIC SCHOOL DISTRICT,WARROAD ELEMENTARY,WARROAD,Elementary,"10,624.00"
